Invoice_ID,City,Course_Type,Price,Discount,Final_Total,Enrollment_Date,Rating,Course_Details
INV-12363,Medina,Recorded Subscription,315,0,315,31-08-2023,4.2,UI/UX Design | Beginner
INV-12364,Mecca,Recorded Subscription,267,0,267,06-07-2023,4.5,Data Analysis | Beginner
INV-12365,Riyadh,Recorded Subscription,279,55,224,02-05-2023,4.3,Python Basics | Beginner
INV-12366,Dammam,Recorded Subscription,446,0,446,2024-01-06,4.3,Flutter Development | Intermediate
INV-12367,Tabuk,Recorded Subscription,214,107,107,2023-01-21,4.5,UI/UX Design | Beginner
INV-12368,Jeddah,Live Bootcamp,2196,0,2196,24-09-2023,4.9,React & Next.js | Intermediate
INV-12369,Jeddah,Live Bootcamp,1697,0,1697,05-08-2023,4.6,Python Basics | Beginner
INV-12370,Mecca,Recorded Subscription,595,0,595,"2023, March 15",4.7,Flutter Development | Advanced
INV-12371,Dammam,Recorded Subscription,264,0,264,2023-06-03,4.0,Data Analysis | Beginner
INV-12372,Jeddah,Recorded Subscription,357,0,357,2023-11-09,,UI/UX Design | Intermediate
INV-12373,Mecca,Recorded Subscription,485,97,388,"2023, March 15",4.0,Laravel & PHP | Intermediate
INV-12374,Khobar,Recorded Subscription,558,0,558,"2023, March 15",4.7,Python Basics | Advanced
INV-12375,Riyadh,Recorded Subscription,345,172,173,2023-02-15,3.8,UI/UX Design | Beginner
INV-12376,Riyadh,Recorded Subscription,443,88,355,2024-01-01,4.2,Flutter Development | Intermediate
INV-12377,Mecca,Recorded Subscription,239,119,120,2023-08-19,4.2,Laravel & PHP | Beginner
INV-12378,Riyadh,Recorded Subscription,261,0,261,2023-06-30,4.4,React & Next.js | Beginner
INV-12379,Tabuk,Recorded Subscription,552,0,552,08-04-2023,4.3,Flutter Development | Advanced
INV-12380,Jeddah,Live Bootcamp,1941,0,1941,2023-04-24,4.8,React & Next.js | Beginner
INV-12381,Dammam,Recorded Subscription,402,201,201,2023-06-29,4.1,Python Basics | Intermediate
INV-12382,Riyadh,Recorded Subscription,330,165,165,2023-10-24,4.6,Flutter Development | Beginner
INV-12383,Khobar,Recorded Subscription,428,214,214,"2023, March 15",4.5,UI/UX Design | Intermediate
INV-12384,Mecca,Live Bootcamp,2477,0,2477,18-02-2023,4.8,Data Analysis | Intermediate
INV-12385,Jeddah,Live Bootcamp,2173,0,2173,"2023, March 15",4.9,UI/UX Design | Intermediate
INV-12386,Jeddah,Recorded Subscription,290,58,232,2024-01-09,4.1,UI/UX Design | Beginner
INV-12387,Jeddah,Live Bootcamp,2117,0,2117,2023-04-13,5.0,Flutter Development | Intermediate
INV-12388,Riyadh,Live Bootcamp,1889,0,1889,11-01-2024,4.7,Data Analysis | Beginner
INV-12389,Dammam,Recorded Subscription,286,57,229,2024-01-05,4.2,Laravel & PHP | Beginner
INV-12390,Mecca,Recorded Subscription,472,236,236,16-02-2023,4.8,Python Basics | Intermediate
INV-12391,Medina,Recorded Subscription,300,60,240,"2023, March 15",4.4,UI/UX Design | Beginner
INV-12392,Mecca,Recorded Subscription,271,54,217,2023-06-17,4.7,React & Next.js | Beginner
INV-12393,Mecca,Recorded Subscription,301,0,301,2024-02-23,4.0,Data Analysis | Beginner
INV-12394,Khobar,Recorded Subscription,215,0,215,18-12-2023,4.7,React & Next.js | Beginner
INV-12395,Tabuk,Recorded Subscription,357,178,179,2024-03-14,4.0,Flutter Development | Intermediate
INV-12396,Riyadh,Live Bootcamp,1740,174,1566,18-02-2024,4.5,Python Basics | Beginner
INV-12397,Riyadh,Live Bootcamp,1932,0,1932,2023-08-10,4.6,Data Analysis | Beginner
INV-12398,Mecca,Recorded Subscription,474,94,380,2023-05-29,4.0,Data Analysis | Intermediate
INV-12399,Mecca,Recorded Subscription,325,65,260,2024-02-10,4.0,Python Basics | Beginner
INV-12400,Riyadh,Live Bootcamp,1706,0,1706,2023-10-09,4.5,Python Basics | Beginner
INV-12401,Jeddah,Live Bootcamp,1671,0,1671,2023-07-29,4.9,Python Basics | Beginner
INV-12402,Medina,Recorded Subscription,561,112,449,2023-05-03,4.8,Data Analysis | Advanced
INV-12403,Mecca,Recorded Subscription,556,0,556,"2023, March 15",4.3,React & Next.js | Advanced
INV-12404,Dammam,Live Bootcamp,1503,0,1503,"2023, March 15",4.7,Flutter Development | Beginner
INV-12405,Riyadh,Recorded Subscription,435,87,348,"2023, March 15",4.2,Python Basics | Intermediate
INV-12406,Dammam,Recorded Subscription,614,0,614,18-07-2023,4.5,React & Next.js | Advanced
INV-12407,Medina,Recorded Subscription,456,91,365,31-01-2023,4.7,Python Basics | Intermediate
INV-12408,Riyadh,Live Bootcamp,2172,0,2172,2023-01-18,4.6,React & Next.js | Intermediate
INV-12409,Mecca,Recorded Subscription,337,67,270,"2023, March 15",4.7,Flutter Development | Beginner
INV-12410,Khobar,Recorded Subscription,597,0,597,16-04-2023,4.3,React & Next.js | Advanced
INV-12411,Tabuk,Recorded Subscription,394,78,316,"2023, March 15",4.2,Python Basics | Intermediate
INV-12412,Jeddah,Live Bootcamp,1530,0,1530,"2023, March 15",4.7,Data Analysis | Beginner
INV-12413,Dammam,Recorded Subscription,509,101,408,18-01-2024,4.3,Laravel & PHP | Advanced
INV-12414,Riyadh,Recorded Subscription,647,0,647,02-07-2023,4.5,Flutter Development | Advanced
INV-12415,Tabuk,Recorded Subscription,512,102,410,2023-02-15,,Python Basics | Advanced
INV-12416,Khobar,Recorded Subscription,375,0,375,2023-06-17,3.9,Python Basics | Intermediate
INV-12417,Tabuk,Recorded Subscription,395,79,316,2023-11-03,4.0,Python Basics | Intermediate
INV-12418,Riyadh,Recorded Subscription,242,0,242,"2023, March 15",4.5,React & Next.js | Beginner
INV-12419,Mecca,Recorded Subscription,230,0,230,06-11-2023,3.9,UI/UX Design | Beginner
INV-12420,Tabuk,Recorded Subscription,396,0,396,"2023, March 15",4.0,Data Analysis | Intermediate
INV-12421,Mecca,Recorded Subscription,640,128,512,"2023, March 15",3.9,Laravel & PHP | Advanced
INV-12422,Dammam,Recorded Subscription,346,173,173,31-01-2024,4.2,Flutter Development | Beginner
INV-12423,Riyadh,Recorded Subscription,208,41,167,2023-09-03,4.0,Data Analysis | Beginner
INV-12424,Medina,Recorded Subscription,615,123,492,"2023, March 15",3.8,React & Next.js | Advanced
INV-12425,Tabuk,Recorded Subscription,266,53,213,"2023, March 15",4.5,UI/UX Design | Beginner
INV-12426,Khobar,Recorded Subscription,468,234,234,2023-04-25,4.6,Python Basics | Intermediate
INV-12427,Tabuk,Recorded Subscription,340,170,170,"2023, March 15",4.3,Laravel & PHP | Beginner
INV-12428,Dammam,Live Bootcamp,2236,223,2013,2024-01-14,4.8,Python Basics | Intermediate
INV-12429,Dammam,Recorded Subscription,436,87,349,"2023, March 15",4.1,Flutter Development | Intermediate
INV-12430,Riyadh,Live Bootcamp,2598,0,2598,"2023, March 15",4.7,UI/UX Design | Advanced
INV-12431,Khobar,Recorded Subscription,224,44,180,04-05-2023,4.0,Python Basics | Beginner
INV-12432,Riyadh,Recorded Subscription,233,0,233,"2023, March 15",4.3,Data Analysis | Beginner
INV-12433,Riyadh,Recorded Subscription,239,47,192,"2023, March 15",4.2,React & Next.js | Beginner
INV-12434,Dammam,Recorded Subscription,459,91,368,2023-11-24,4.4,Laravel & PHP | Intermediate
INV-12435,Dammam,Live Bootcamp,2350,0,2350,2023-08-05,4.9,Python Basics | Intermediate
INV-12436,Riyadh,Live Bootcamp,2271,0,2271,13-05-2023,4.8,Flutter Development | Intermediate
INV-12437,Riyadh,Live Bootcamp,1824,0,1824,"2023, March 15",4.8,UI/UX Design | Beginner
INV-12438,Jeddah,Recorded Subscription,420,84,336,"2023, March 15",4.3,Flutter Development | Intermediate
INV-12439,Dammam,Recorded Subscription,387,77,310,"2023, March 15",4.8,React & Next.js | Intermediate
INV-12440,Dammam,Recorded Subscription,232,0,232,2023-11-23,4.4,Python Basics | Beginner
INV-12441,Riyadh,Live Bootcamp,1878,0,1878,07-09-2023,4.9,UI/UX Design | Beginner
INV-12442,Riyadh,Live Bootcamp,1990,0,1990,2023-07-24,4.5,React & Next.js | Beginner
INV-12443,Jeddah,Recorded Subscription,356,71,285,"2023, March 15",4.7,UI/UX Design | Intermediate
INV-12444,Medina,Recorded Subscription,296,0,296,2023-07-11,4.4,UI/UX Design | Beginner
INV-12445,Tabuk,Recorded Subscription,600,0,600,"2023, March 15",4.0,Data Analysis | Advanced
INV-12446,Riyadh,Recorded Subscription,500,250,250,"2023, March 15",4.2,Python Basics | Intermediate
INV-12447,Riyadh,Recorded Subscription,506,0,506,30-05-2023,4.3,UI/UX Design | Advanced
INV-12448,Jeddah,Recorded Subscription,267,53,214,13-01-2023,4.3,Laravel & PHP | Beginner
INV-12449,Jeddah,Recorded Subscription,242,48,194,"2023, March 15",4.1,React & Next.js | Beginner
INV-12450,Dammam,Recorded Subscription,255,0,255,"2023, March 15",4.3,UI/UX Design | Beginner
INV-12451,Riyadh,Live Bootcamp,1908,0,1908,2024-02-09,4.7,Data Analysis | Beginner
INV-12452,Tabuk,Recorded Subscription,327,0,327,2024-01-14,4.1,Data Analysis | Beginner
INV-12453,Jeddah,Recorded Subscription,239,47,192,27-11-2023,4.1,Laravel & PHP | Beginner
INV-12454,Khobar,Recorded Subscription,465,232,233,2023-09-11,4.1,Flutter Development | Intermediate
INV-12455,Riyadh,Live Bootcamp,2903,0,2903,07-11-2023,5.0,React & Next.js | Advanced
INV-12456,Khobar,Recorded Subscription,271,135,136,2023-06-23,4.7,Flutter Development | Beginner
INV-12457,Medina,Recorded Subscription,319,63,256,"2023, March 15",4.2,Python Basics | Beginner
INV-12458,Medina,Recorded Subscription,488,97,391,23-02-2024,4.1,Flutter Development | Intermediate
INV-12459,Riyadh,Recorded Subscription,405,202,203,"2023, March 15",4.5,Python Basics | Intermediate
INV-12460,Jeddah,Live Bootcamp,2633,0,2633,"2023, March 15",4.8,Flutter Development | Advanced
INV-12461,Riyadh,Live Bootcamp,1897,189,1708,13-10-2023,4.5,Data Analysis | Beginner
INV-12462,Dammam,Recorded Subscription,249,124,125,2024-01-18,4.2,React & Next.js | Beginner
INV-12463,Khobar,Recorded Subscription,447,89,358,"2023, March 15",4.1,Python Basics | Intermediate
INV-12464,Khobar,Recorded Subscription,642,321,321,2024-03-04,4.3,Python Basics | Advanced
INV-12465,Jeddah,Live Bootcamp,2027,0,2027,13-06-2023,4.7,Flutter Development | Intermediate
INV-12466,Dammam,Recorded Subscription,273,136,137,2023-01-27,3.8,UI/UX Design | Beginner
INV-12467,Tabuk,Recorded Subscription,491,98,393,"2023, March 15",4.8,Flutter Development | Intermediate
INV-12468,Khobar,Recorded Subscription,426,213,213,"2023, March 15",4.4,Python Basics | Intermediate
INV-12469,Medina,Recorded Subscription,475,0,475,09-08-2023,4.7,React & Next.js | Intermediate
INV-12470,Dammam,Recorded Subscription,468,93,375,07-06-2023,4.4,Flutter Development | Intermediate
INV-12471,Medina,Recorded Subscription,248,49,199,"2023, March 15",4.2,Python Basics | Beginner
INV-12472,Jeddah,Live Bootcamp,1698,0,1698,2023-07-25,4.8,Flutter Development | Beginner
INV-12473,Khobar,Live Bootcamp,1811,0,1811,24-01-2023,4.8,Laravel & PHP | Beginner
INV-12474,Jeddah,Recorded Subscription,336,0,336,"2023, March 15",4.3,Laravel & PHP | Beginner
INV-12475,Mecca,Recorded Subscription,288,57,231,"2023, March 15",4.0,Python Basics | Beginner
INV-12476,Medina,Recorded Subscription,437,87,350,2023-06-07,4.3,Laravel & PHP | Intermediate
INV-12477,Dammam,Live Bootcamp,2331,0,2331,"2023, March 15",4.7,React & Next.js | Intermediate
INV-12478,Khobar,Recorded Subscription,530,0,530,2023-02-10,4.6,Flutter Development | Advanced
INV-12479,Mecca,Recorded Subscription,307,61,246,22-01-2024,4.2,Python Basics | Beginner
INV-12480,Dammam,Live Bootcamp,1805,180,1625,"2023, March 15",4.8,Python Basics | Beginner
INV-12481,Dammam,Recorded Subscription,517,0,517,06-05-2023,3.9,Laravel & PHP | Advanced
INV-12482,Medina,Recorded Subscription,427,85,342,"2023, March 15",4.3,Python Basics | Intermediate
INV-12483,Medina,Recorded Subscription,315,63,252,2023-10-11,3.9,Python Basics | Beginner
INV-12484,Riyadh,Recorded Subscription,315,63,252,2023-07-16,4.2,Laravel & PHP | Beginner
INV-12485,Riyadh,Recorded Subscription,236,0,236,2023-07-03,4.3,Flutter Development | Beginner
INV-12486,Tabuk,Live Bootcamp,1929,0,1929,24-02-2024,4.8,Laravel & PHP | Beginner
INV-12487,Khobar,Recorded Subscription,349,69,280,04-09-2023,4.2,React & Next.js | Beginner
INV-12488,Riyadh,Recorded Subscription,393,0,393,"2023, March 15",4.2,Data Analysis | Intermediate
INV-12489,Mecca,Recorded Subscription,632,316,316,2023-12-15,4.6,Laravel & PHP | Advanced
INV-12490,Jeddah,Recorded Subscription,233,46,187,2024-02-25,4.2,UI/UX Design | Beginner
INV-12491,Khobar,Recorded Subscription,389,194,195,"2023, March 15",3.9,React & Next.js | Intermediate
INV-12492,Riyadh,Live Bootcamp,2893,0,2893,"2023, March 15",4.6,Data Analysis | Advanced
INV-12493,Medina,Recorded Subscription,234,117,117,10-10-2023,,UI/UX Design | Beginner
INV-12494,Dammam,Recorded Subscription,229,114,115,2023-01-06,4.5,Python Basics | Beginner
INV-12495,Riyadh,Live Bootcamp,2144,0,2144,18-08-2023,4.9,Python Basics | Intermediate
INV-12496,Jeddah,Recorded Subscription,211,0,211,2023-10-07,4.7,Flutter Development | Beginner
INV-12497,Jeddah,Recorded Subscription,209,41,168,"2023, March 15",4.4,Flutter Development | Beginner
INV-12498,Mecca,Recorded Subscription,369,0,369,2023-10-07,4.3,Flutter Development | Intermediate
INV-12499,Dammam,Recorded Subscription,458,0,458,16-01-2023,4.6,Laravel & PHP | Intermediate
INV-12500,Tabuk,Live Bootcamp,2837,283,2554,06-08-2023,4.7,Flutter Development | Advanced
INV-12501,Mecca,Recorded Subscription,641,320,321,05-04-2023,4.1,Flutter Development | Advanced
INV-12502,Riyadh,Recorded Subscription,236,47,189,"2023, March 15",4.0,Laravel & PHP | Beginner
INV-12503,Khobar,Recorded Subscription,264,0,264,10-01-2023,3.8,Laravel & PHP | Beginner
INV-12504,Mecca,Live Bootcamp,2031,0,2031,"2023, March 15",4.8,Flutter Development | Intermediate
INV-12505,Riyadh,Recorded Subscription,543,0,543,2023-09-24,4.2,React & Next.js | Advanced
INV-12506,Khobar,Recorded Subscription,203,40,163,11-04-2023,4.4,React & Next.js | Beginner
INV-12507,Jeddah,Live Bootcamp,2597,0,2597,2023-01-29,4.6,Laravel & PHP | Advanced
INV-12508,Dammam,Live Bootcamp,1870,0,1870,"2023, March 15",4.6,Python Basics | Beginner
INV-12509,Medina,Recorded Subscription,515,103,412,2023-03-27,4.2,Laravel & PHP | Advanced
INV-12510,Mecca,Recorded Subscription,357,0,357,"2023, March 15",3.9,UI/UX Design | Intermediate
INV-12511,Dammam,Recorded Subscription,222,111,111,"2023, March 15",4.5,Data Analysis | Beginner
INV-12512,Dammam,Recorded Subscription,314,0,314,2023-08-01,4.7,Python Basics | Beginner
INV-12513,Tabuk,Recorded Subscription,638,319,319,2023-04-27,4.4,Flutter Development | Advanced
INV-12514,Mecca,Recorded Subscription,244,0,244,17-11-2023,4.1,UI/UX Design | Beginner
INV-12515,Khobar,Recorded Subscription,496,99,397,25-11-2023,4.5,Python Basics | Intermediate
INV-12516,Dammam,Recorded Subscription,546,109,437,"2023, March 15",4.4,Python Basics | Advanced
INV-12517,Mecca,Recorded Subscription,528,264,264,22-03-2024,4.6,Data Analysis | Advanced
INV-12518,Mecca,Recorded Subscription,331,0,331,05-01-2023,4.8,UI/UX Design | Beginner
INV-12519,Dammam,Recorded Subscription,349,69,280,28-07-2023,3.8,Flutter Development | Beginner
INV-12520,Khobar,Recorded Subscription,207,41,166,"2023, March 15",4.0,Data Analysis | Beginner
INV-12521,Medina,Recorded Subscription,350,70,280,"2023, March 15",4.2,Flutter Development | Intermediate
INV-12522,Dammam,Recorded Subscription,381,190,191,"2023, March 15",4.6,Flutter Development | Intermediate
INV-12523,Riyadh,Recorded Subscription,240,48,192,2023-01-12,3.9,Data Analysis | Beginner
INV-12524,Tabuk,Recorded Subscription,480,0,480,08-09-2023,4.8,Flutter Development | Intermediate
INV-12525,Mecca,Recorded Subscription,586,117,469,2023-08-04,3.8,Laravel & PHP | Advanced
INV-12526,Mecca,Recorded Subscription,278,55,223,18-12-2023,4.8,Python Basics | Beginner
INV-12527,Jeddah,Live Bootcamp,1840,0,1840,2023-10-21,4.7,Laravel & PHP | Beginner
INV-12528,Khobar,Live Bootcamp,1894,0,1894,"2023, March 15",4.8,Data Analysis | Beginner
INV-12529,Dammam,Recorded Subscription,256,128,128,"2023, March 15",3.9,React & Next.js | Beginner
INV-12530,Mecca,Recorded Subscription,294,0,294,2023-08-30,4.4,Python Basics | Beginner
INV-12531,Medina,Recorded Subscription,300,60,240,2023-07-31,4.5,Data Analysis | Beginner
INV-12532,Tabuk,Recorded Subscription,405,0,405,23-01-2024,4.4,Data Analysis | Intermediate
INV-12533,Riyadh,Recorded Subscription,459,229,230,2023-08-28,4.5,Python Basics | Intermediate
INV-12534,Tabuk,Recorded Subscription,288,57,231,"2023, March 15",3.9,UI/UX Design | Beginner
INV-12535,Jeddah,Recorded Subscription,349,69,280,2023-03-14,4.2,UI/UX Design | Beginner
INV-12536,Mecca,Recorded Subscription,362,181,181,2023-06-06,4.6,Python Basics | Intermediate
INV-12537,Jeddah,Recorded Subscription,250,0,250,03-01-2023,4.0,Flutter Development | Beginner
INV-12538,Khobar,Recorded Subscription,620,0,620,2023-05-26,3.9,Laravel & PHP | Advanced
INV-12539,Medina,Recorded Subscription,227,0,227,2023-07-03,4.5,Laravel & PHP | Beginner
INV-12540,Tabuk,Recorded Subscription,231,46,185,"2023, March 15",3.9,Python Basics | Beginner
INV-12541,Dammam,Live Bootcamp,2347,0,2347,2023-04-08,4.8,React & Next.js | Intermediate
INV-12542,Dammam,Live Bootcamp,2951,0,2951,07-02-2023,4.8,UI/UX Design | Advanced
INV-12543,Dammam,Recorded Subscription,323,161,162,2023-06-25,4.1,Data Analysis | Beginner
INV-12544,Medina,Recorded Subscription,297,59,238,11-08-2023,3.8,Laravel & PHP | Beginner
INV-12545,Riyadh,Recorded Subscription,464,92,372,"2023, March 15",4.1,Laravel & PHP | Intermediate
INV-12546,Tabuk,Recorded Subscription,271,54,217,"2023, March 15",4.3,Python Basics | Beginner
INV-12547,Riyadh,Recorded Subscription,215,0,215,10-04-2023,4.1,UI/UX Design | Beginner
INV-12548,Dammam,Recorded Subscription,527,0,527,"2023, March 15",4.2,Laravel & PHP | Advanced
INV-12549,Dammam,Recorded Subscription,205,41,164,24-10-2023,4.3,Flutter Development | Beginner
INV-12550,Riyadh,Recorded Subscription,411,0,411,2023-05-25,4.7,Flutter Development | Intermediate
INV-12551,Dammam,Recorded Subscription,473,0,473,"2023, March 15",4.5,React & Next.js | Intermediate
INV-12552,Mecca,Recorded Subscription,342,68,274,"2023, March 15",4.7,Python Basics | Beginner
INV-12553,Tabuk,Recorded Subscription,383,76,307,"2023, March 15",3.9,Data Analysis | Intermediate
INV-12554,Jeddah,Recorded Subscription,465,0,465,2023-02-22,4.3,Data Analysis | Intermediate
INV-12555,Khobar,Recorded Subscription,212,106,106,2023-02-04,4.4,Laravel & PHP | Beginner
INV-12556,Dammam,Recorded Subscription,277,0,277,"2023, March 15",4.8,Flutter Development | Beginner
INV-12557,Medina,Recorded Subscription,349,69,280,2024-03-08,4.6,Flutter Development | Beginner
INV-12558,Riyadh,Recorded Subscription,368,73,295,"2023, March 15",4.7,UI/UX Design | Intermediate
INV-12559,Jeddah,Recorded Subscription,268,53,215,2023-09-24,4.8,UI/UX Design | Beginner
INV-12560,Mecca,Recorded Subscription,310,62,248,"2023, March 15",4.4,React & Next.js | Beginner
INV-12561,Jeddah,Recorded Subscription,372,0,372,"2023, March 15",4.4,Python Basics | Intermediate
INV-12562,Khobar,Recorded Subscription,589,117,472,2024-03-10,4.1,React & Next.js | Advanced
INV-12563,Riyadh,Live Bootcamp,1749,0,1749,2024-01-24,5.0,Laravel & PHP | Beginner
INV-12564,Dammam,Recorded Subscription,261,52,209,2023-10-16,4.7,React & Next.js | Beginner
INV-12565,Khobar,Recorded Subscription,457,0,457,"2023, March 15",4.5,Data Analysis | Intermediate
INV-12566,Khobar,Recorded Subscription,200,40,160,"2023, March 15",4.1,UI/UX Design | Beginner
INV-12567,Jeddah,Recorded Subscription,211,42,169,"2023, March 15",,UI/UX Design | Beginner
INV-12568,Jeddah,Recorded Subscription,323,0,323,07-06-2023,3.9,Flutter Development | Beginner
INV-12569,Khobar,Recorded Subscription,412,0,412,"2023, March 15",4.6,Laravel & PHP | Intermediate
INV-12570,Dammam,Recorded Subscription,234,46,188,2023-10-14,4.6,Flutter Development | Beginner
INV-12571,Medina,Recorded Subscription,306,61,245,2023-04-24,3.9,Flutter Development | Beginner
INV-12572,Riyadh,Live Bootcamp,1928,0,1928,"2023, March 15",4.7,React & Next.js | Beginner
INV-12573,Riyadh,Live Bootcamp,1806,0,1806,2023-09-20,4.8,Laravel & PHP | Beginner
INV-12574,Riyadh,Recorded Subscription,202,0,202,2024-03-09,4.2,Flutter Development | Beginner
INV-12575,Mecca,Recorded Subscription,328,164,164,"2023, March 15",4.7,Data Analysis | Beginner
INV-12576,Khobar,Recorded Subscription,606,303,303,2023-08-20,4.5,Python Basics | Advanced
INV-12577,Dammam,Live Bootcamp,2557,255,2302,2023-07-04,4.8,UI/UX Design | Advanced
INV-12578,Mecca,Recorded Subscription,523,104,419,2023-04-02,4.6,Python Basics | Advanced
INV-12579,Riyadh,Recorded Subscription,453,0,453,18-10-2023,4.5,Laravel & PHP | Intermediate
INV-12580,Mecca,Recorded Subscription,252,50,202,23-03-2023,4.2,UI/UX Design | Beginner
INV-12581,Jeddah,Recorded Subscription,440,88,352,13-02-2023,4.3,React & Next.js | Intermediate
INV-12582,Jeddah,Recorded Subscription,436,0,436,14-01-2024,4.1,Flutter Development | Intermediate
INV-12583,Riyadh,Live Bootcamp,1524,0,1524,2023-12-15,5.0,Data Analysis | Beginner
INV-12584,Dammam,Recorded Subscription,286,57,229,05-02-2024,3.9,Data Analysis | Beginner
INV-12585,Riyadh,Recorded Subscription,631,0,631,10-11-2023,4.4,UI/UX Design | Advanced
INV-12586,Mecca,Recorded Subscription,428,0,428,2024-02-07,3.9,React & Next.js | Intermediate
INV-12587,Dammam,Recorded Subscription,287,143,144,2023-02-08,4.8,UI/UX Design | Beginner
INV-12588,Mecca,Recorded Subscription,342,0,342,"2023, March 15",4.7,UI/UX Design | Beginner
INV-12589,Medina,Recorded Subscription,261,52,209,2023-11-28,3.9,Python Basics | Beginner
INV-12590,Medina,Recorded Subscription,245,49,196,2023-01-09,4.4,Laravel & PHP | Beginner
INV-12591,Jeddah,Live Bootcamp,1805,0,1805,14-06-2023,4.8,Flutter Development | Beginner
INV-12592,Khobar,Recorded Subscription,281,56,225,"2023, March 15",4.3,UI/UX Design | Beginner
INV-12593,Khobar,Recorded Subscription,421,84,337,2023-02-28,4.2,UI/UX Design | Intermediate
INV-12594,Mecca,Recorded Subscription,207,41,166,"2023, March 15",4.5,Laravel & PHP | Beginner
INV-12595,Khobar,Recorded Subscription,348,174,174,2024-02-26,4.1,Data Analysis | Beginner
INV-12596,Khobar,Recorded Subscription,345,69,276,09-03-2023,4.5,React & Next.js | Beginner
INV-12597,Tabuk,Recorded Subscription,265,132,133,"2023, March 15",3.9,UI/UX Design | Beginner
INV-12598,Medina,Recorded Subscription,245,0,245,01-08-2023,4.4,Data Analysis | Beginner
INV-12599,Tabuk,Recorded Subscription,282,56,226,11-10-2023,4.1,Data Analysis | Beginner
INV-12600,Medina,Recorded Subscription,572,114,458,"2023, March 15",4.6,Data Analysis | Advanced
INV-12601,Dammam,Recorded Subscription,558,0,558,"2023, March 15",4.7,React & Next.js | Advanced
INV-12602,Mecca,Recorded Subscription,466,93,373,2024-03-19,4.3,UI/UX Design | Intermediate
INV-12603,Mecca,Recorded Subscription,216,0,216,"2023, March 15",4.6,React & Next.js | Beginner
INV-12604,Riyadh,Recorded Subscription,235,0,235,2023-09-06,4.4,Data Analysis | Beginner
INV-12605,Jeddah,Recorded Subscription,290,58,232,2024-01-09,4.6,Flutter Development | Beginner
INV-12606,Mecca,Recorded Subscription,325,65,260,2023-11-24,4.1,Flutter Development | Beginner
INV-12607,Mecca,Recorded Subscription,475,0,475,11-03-2023,4.4,Flutter Development | Intermediate
INV-12608,Khobar,Recorded Subscription,352,176,176,"2023, March 15",4.6,Data Analysis | Intermediate
INV-12609,Riyadh,Live Bootcamp,1633,0,1633,10-02-2024,4.7,UI/UX Design | Beginner
INV-12610,Jeddah,Recorded Subscription,230,0,230,"2023, March 15",4.3,Data Analysis | Beginner
INV-12611,Tabuk,Recorded Subscription,498,249,249,2024-03-09,4.5,Data Analysis | Intermediate
INV-12612,Khobar,Recorded Subscription,388,0,388,2024-01-25,4.7,Laravel & PHP | Intermediate
INV-12613,Mecca,Recorded Subscription,395,197,198,21-12-2023,4.4,Flutter Development | Intermediate
INV-12614,Riyadh,Recorded Subscription,312,0,312,19-04-2023,4.1,Flutter Development | Beginner
INV-12615,Jeddah,Recorded Subscription,430,0,430,2023-03-10,3.9,Python Basics | Intermediate
INV-12616,Riyadh,Recorded Subscription,350,70,280,2023-06-19,3.8,Data Analysis | Intermediate
INV-12617,Medina,Recorded Subscription,447,89,358,"2023, March 15",3.9,Flutter Development | Intermediate
INV-12618,Riyadh,Live Bootcamp,1800,0,1800,28-10-2023,4.7,React & Next.js | Beginner
INV-12619,Khobar,Recorded Subscription,542,108,434,"2023, March 15",4.4,UI/UX Design | Advanced
INV-12620,Dammam,Recorded Subscription,558,111,447,26-12-2023,4.6,Python Basics | Advanced
INV-12621,Medina,Recorded Subscription,219,0,219,"2023, March 15",4.6,Data Analysis | Beginner
INV-12622,Dammam,Recorded Subscription,251,50,201,2023-10-17,4.6,React & Next.js | Beginner
INV-12623,Medina,Recorded Subscription,248,49,199,"2023, March 15",4.1,UI/UX Design | Beginner
INV-12624,Riyadh,Recorded Subscription,633,0,633,18-05-2023,4.0,Flutter Development | Advanced
INV-12625,Mecca,Recorded Subscription,275,55,220,"2023, March 15",4.7,Data Analysis | Beginner
INV-12626,Mecca,Recorded Subscription,411,82,329,14-10-2023,4.2,React & Next.js | Intermediate
INV-12627,Jeddah,Live Bootcamp,1547,0,1547,"2023, March 15",4.7,Data Analysis | Beginner
INV-12628,Jeddah,Recorded Subscription,308,154,154,2023-04-04,4.6,Laravel & PHP | Beginner
INV-12629,Medina,Recorded Subscription,250,0,250,"2023, March 15",4.6,Python Basics | Beginner
INV-12630,Dammam,Live Bootcamp,2808,0,2808,2023-01-05,4.6,Flutter Development | Advanced
INV-12631,Jeddah,Recorded Subscription,254,0,254,"2023, March 15",4.2,UI/UX Design | Beginner
INV-12632,Medina,Recorded Subscription,499,0,499,"2023, March 15",4.7,Data Analysis | Intermediate
INV-12633,Jeddah,Live Bootcamp,2345,0,2345,06-01-2024,5.0,React & Next.js | Intermediate
INV-12634,Medina,Recorded Subscription,436,87,349,"2023, March 15",4.6,Python Basics | Intermediate
INV-12635,Riyadh,Recorded Subscription,410,82,328,06-07-2023,4.2,Python Basics | Intermediate
INV-12636,Jeddah,Recorded Subscription,204,40,164,"2023, March 15",4.4,React & Next.js | Beginner
INV-12637,Dammam,Recorded Subscription,339,67,272,2024-02-08,4.0,Data Analysis | Beginner
INV-12638,Dammam,Recorded Subscription,586,0,586,"2023, March 15",4.8,React & Next.js | Advanced
